"crimeTypes...1.","anti_social_behaviour","bicycle_theft","possession_of_weapons","vehicle_crime","somModel.unit.classif"
"Merton 023E",41,4,1,14,189
"Merton 024A",14,2,0,12,233
"Merton 024B",31,5,0,8,192
"Merton 024C",16,1,3,8,223
"Merton 024D",9,0,0,19,397
"Merton 024E",70,1,1,13,129
"Merton 025A",17,0,0,9,350
"Merton 025B",3,0,0,11,391
"Merton 025C",10,1,0,13,373
"Merton 025D",9,1,1,3,321
"Merton 025E",56,2,0,9,231
"Newham 001A",92,3,0,59,139
"Newham 001B",58,2,5,40,63
"Newham 001C",57,4,1,23,67
"Newham 001D",29,1,4,29,83
"Newham 002A",139,2,4,40,3
"Newham 002B",32,0,0,16,335
"Newham 002C",78,0,2,31,65
"Newham 002D",23,1,0,17,377
"Newham 003A",136,3,1,41,6
"Newham 003B",23,0,0,40,200
"Newham 003C",77,1,3,14,142
"Newham 003D",69,3,0,28,258
"Newham 004A",31,0,1,21,126
"Newham 004B",28,1,0,18,357
"Newham 004C",88,5,0,14,131
"Newham 004D",111,4,1,37,26
"Newham 005A",41,0,0,4,289
"Newham 005B",18,0,1,34,85
"Newham 005C",40,0,0,22,318
"Newham 005D",90,4,3,22,49
"Newham 006A",37,1,0,14,293
"Newham 006B",42,1,2,13,201
"Newham 006C",103,4,0,26,257
"Newham 006D",45,2,1,23,107
"Newham 007A",46,0,0,33,260
"Newham 007B",3,0,0,15,393
"Newham 007C",23,0,0,16,355
"Newham 007D",53,1,2,24,144
"Newham 008A",187,9,0,28,8
"Newham 008B",88,6,1,36,46
"Newham 008C",119,0,2,28,49
"Newham 008D",43,2,4,28,83
"Newham 008E",60,1,0,22,297
"Newham 009A",100,2,1,22,70
"Newham 009B",90,3,7,25,42
"Newham 009C",105,1,0,27,278
"Newham 009D",75,5,4,25,43
"Newham 010A",21,0,0,11,352
"Newham 010B",17,1,1,13,244
"Newham 010C",96,4,2,17,72
"Newham 010D",29,0,0,7,309
"Newham 010E",50,2,1,22,107
"Newham 011A",16,2,1,9,283
"Newham 011B",16,0,0,10,370
"Newham 011C",12,0,0,6,366
"Newham 011D",32,0,0,5,308
"Newham 011E",71,1,1,25,87
"Newham 012A",70,4,1,22,68
"Newham 012B",333,44,12,50,40
"Newham 012C",101,12,3,27,54
"Newham 012D",250,17,3,37,34
"Newham 013C",27,2,1,14,206
"Newham 013E",47,23,2,19,76
"Newham 013F",33,1,0,11,292
"Newham 013G",350,112,22,143,20
"Newham 013H",57,2,0,18,276
"Newham 014A",16,1,1,16,204
"Newham 014B",61,2,0,19,297
"Newham 014C",43,0,1,19,148
"Newham 014D",82,3,1,19,109
"Newham 015A",65,3,0,20,277
"Newham 015B",38,0,0,7,289
"Newham 015C",13,0,0,10,370
"Newham 015D",4,0,2,13,243
"Newham 015E",22,0,1,7,285
"Newham 016A",58,1,1,18,128
"Newham 016B",28,3,0,21,236
"Newham 016C",9,0,1,14,244
"Newham 016D",75,2,0,39,240
"Newham 017A",33,0,1,8,267
"Newham 017B",77,4,1,26,67
"Newham 017C",34,2,0,19,337
"Newham 017D",63,3,2,24,144
"Newham 018A",85,12,0,19,135
"Newham 018B",280,16,4,34,14
"Newham 018C",29,3,0,6,211
"Newham 018D",65,0,1,24,87
"Newham 018E",17,0,2,9,242
"Newham 019A",28,2,1,16,206
"Newham 019B",49,1,1,24,107
"Newham 019C",34,2,1,14,206
"Newham 019D",11,1,1,7,284
"Newham 020A",38,2,0,26,299
"Newham 020B",44,0,0,14,315
"Newham 020C",46,1,4,24,83
"Newham 020D",46,0,1,15,149
"Newham 020E",112,5,1,32,28
"Newham 021A",64,0,0,19,296
"Newham 021B",68,5,2,23,48
"Newham 021C",80,1,1,32,66
"Newham 021D",17,2,0,15,234
"Newham 022A",80,6,2,19,162
"Newham 022B",39,2,2,25,124
"Newham 022C",47,1,2,24,144
"Newham 022D",101,5,0,46,6
"Newham 023A",58,2,1,16,150
"Newham 023B",32,3,0,11,252
"Newham 023C",25,0,1,19,165
"Newham 023D",24,1,2,32,105
"Newham 023E",18,3,2,17,184
"Newham 024A",89,4,1,23,68
"Newham 024B",59,1,0,38,240
"Newham 024C",20,1,1,20,165
"Newham 024D",13,2,0,18,398
"Newham 024E",28,1,1,9,266
"Newham 025A",20,1,1,12,245
"Newham 025B",42,2,1,15,168
"Newham 025C",33,0,0,26,319
"Newham 025D",12,0,0,15,394
"Newham 026A",35,1,1,15,226
"Newham 026B",27,2,0,8,211
"Newham 026C",83,3,1,23,68
"Newham 026D",39,2,0,16,275
"Newham 027A",48,3,0,26,237
"Newham 027B",36,2,0,36,219
"Newham 027C",48,4,2,70,120
"Newham 027D",9,2,1,15,204
"Newham 028A",69,10,2,33,137
"Newham 028B",46,0,3,37,64
"Newham 028C",30,1,0,14,334
"Newham 028D",14,0,0,19,397
"Newham 029A",57,0,1,22,127
"Newham 029B",100,3,0,43,6
"Newham 029C",20,3,2,20,164
"Newham 029D",21,0,1,14,225
"Newham 030A",123,1,1,44,6
"Newham 030B",81,0,0,41,240
"Newham 030C",143,0,4,49,4
"Newham 030D",30,2,2,63,140
"Newham 031A",40,1,2,37,84
"Newham 031B",68,3,1,45,180
"Newham 031C",21,0,0,19,376
"Newham 031D",60,1,2,35,65
"Newham 032A",48,1,0,26,298
"Newham 032B",30,1,0,16,334
"Newham 032C",38,0,1,26,125
"Newham 032D",50,1,2,33,65
"Newham 032E",31,0,1,14,226
"Newham 033A",45,2,0,17,275
"Newham 033B",275,7,5,115,60
"Newham 033C",64,8,3,59,120
"Newham 033D",13,1,1,15,204
"Newham 034A",43,1,0,61,140
"Newham 034D",66,2,1,50,160
"Newham 034F",15,1,0,13,373
"Newham 034G",10,0,0,0,363
"Newham 034H",86,0,2,45,25
"Newham 034I",24,2,0,24,359
"Newham 034J",64,4,5,66,120
"Newham 035A",61,1,0,18,296
"Newham 035B",65,6,5,22,62
"Newham 035C",21,0,0,31,300
"Newham 035D",74,0,1,21,88
"Newham 036A",27,0,1,22,126
"Newham 036B",33,4,1,16,187
"Newham 036C",30,1,0,56,160
"Newham 036D",77,5,1,48,139
"Newham 036E",51,3,1,76,100
"Newham 037A",121,2,1,61,5
"Newham 037C",16,1,0,14,373
"Newham 037E",60,1,2,30,65
"Newham 037F",37,1,1,21,147
"Newham 037G",67,0,0,17,296
"Newham 037H",34,2,1,19,147
"Redbridge 001A",4,1,0,17,396
"Redbridge 001B",12,0,0,13,372
"Redbridge 001C",44,0,1,17,148
"Redbridge 001D",11,0,0,8,368
"Redbridge 001E",23,6,0,23,196
"Redbridge 001F",33,0,0,4,308
"Redbridge 001G",55,0,0,38,240
"Redbridge 002A",35,1,0,16,335
"Redbridge 002B",25,2,4,11,101
"Redbridge 002C",26,1,1,7,285
"Redbridge 002D",65,0,3,32,64
"Redbridge 003A",26,0,1,14,225
"Redbridge 003B",15,0,0,11,370
"Redbridge 003C",29,0,0,17,356
"Redbridge 003D",61,0,0,17,296
"Redbridge 004A",23,0,1,9,266
"Redbridge 004B",38,1,0,32,280
"Redbridge 004C",28,0,1,7,285
"Redbridge 004D",6,2,0,7,325
"Redbridge 005A",26,0,1,14,225
"Redbridge 005B",34,0,0,23,338
"Redbridge 005C",17,1,0,20,378
"Redbridge 006A",34,0,0,4,308
"Redbridge 006B",26,0,0,9,330
"Redbridge 006C",30,1,0,22,338
"Redbridge 006D",12,0,0,6,366
"Redbridge 006E",16,5,0,12,193
"Redbridge 006F",43,2,0,11,251
"Redbridge 006G",13,0,0,10,370
"Redbridge 007A",48,5,0,15,152
"Redbridge 007B",18,1,0,15,374
"Redbridge 007C",16,0,2,7,262
"Redbridge 007D",17,0,0,9,350
"Redbridge 007E",14,0,0,9,369
"Redbridge 007F",29,0,0,28,320
"Redbridge 007G",42,3,0,23,256
"Redbridge 008A",14,2,0,9,232
"Redbridge 008B",21,0,0,13,372
"Redbridge 008C",28,0,0,8,330
"Redbridge 008D",11,0,0,7,367
"Redbridge 009A",7,0,0,12,392
"Redbridge 009B",20,1,1,11,265
"Redbridge 009C",32,0,0,21,338
"Redbridge 009D",31,2,0,23,359
"Redbridge 009E",25,1,2,24,124
"Redbridge 009F",21,0,0,20,376
"Redbridge 009G",14,3,0,16,214
"Redbridge 010A",74,4,2,8,181
"Redbridge 010B",14,0,1,8,284
"Redbridge 010C",20,3,1,7,282
"Redbridge 010D",35,0,1,16,226
"Redbridge 012A",39,1,1,36,85
"Redbridge 012B",53,0,0,10,271
"Redbridge 012C",8,0,0,11,391
"Redbridge 012D",26,0,0,18,356
"Redbridge 013A",36,2,2,20,164
"Redbridge 013B",12,0,0,21,400
"Redbridge 013C",21,1,0,22,379
"Redbridge 013D",34,0,0,8,310
"Redbridge 014A",30,0,0,35,220
"Redbridge 014B",29,0,0,14,333
"Redbridge 014C",25,3,0,16,254
"Redbridge 014D",30,1,1,38,85
"Redbridge 014E",76,7,0,30,238
"Redbridge 014F",7,1,0,18,397
"Redbridge 014G",6,1,0,18,397
"Redbridge 015A",35,3,0,12,274
"Redbridge 015B",26,0,1,16,205
"Redbridge 015C",17,0,0,7,348
"Redbridge 015D",69,1,1,33,66
"Redbridge 017A",35,1,2,21,145
"Redbridge 017B",11,0,0,9,369
"Redbridge 017C",8,0,1,23,146
"Redbridge 017D",53,1,0,29,279
"Redbridge 018A",38,7,0,24,175
"Redbridge 018B",9,0,0,15,394
"Redbridge 018C",6,1,3,23,104
"Redbridge 018D",25,1,0,17,356
"Redbridge 019A",21,0,1,14,225
"Redbridge 019B",49,0,0,18,316
"Redbridge 019C",53,0,1,8,247
"Redbridge 019D",15,1,0,22,379
"Redbridge 019E",7,0,0,18,396
"Redbridge 019F",61,2,0,24,298
"Redbridge 019H",10,0,0,7,367
"Redbridge 019I",14,0,1,12,244
"Redbridge 020A",43,0,1,12,246
"Redbridge 020B",12,0,0,19,397
"Redbridge 020C",42,1,0,13,293
"Redbridge 020D",14,0,1,23,146
"Redbridge 022A",91,4,6,28,42
"Redbridge 022B",49,4,2,25,144
"Redbridge 022C",29,0,0,9,330
"Redbridge 022D",35,2,0,14,253
"Redbridge 023A",42,0,0,22,318
"Redbridge 023B",70,1,2,33,65
"Redbridge 023C",49,1,2,34,65
"Redbridge 023D",79,0,1,19,89
"Redbridge 024A",13,0,0,16,395
"Redbridge 024B",13,1,2,42,180
"Redbridge 024C",56,0,1,22,127
"Redbridge 024D",38,0,0,26,319
"Redbridge 026A",44,0,2,18,145
"Redbridge 026B",19,0,0,14,354
"Redbridge 026C",31,1,0,18,357
"Redbridge 026D",30,2,1,27,106
"Redbridge 027A",38,0,1,34,85
"Redbridge 027B",42,1,0,27,299
"Redbridge 027C",14,1,0,19,397
"Redbridge 027D",37,0,0,34,280
"Redbridge 029A",155,6,2,31,9
"Redbridge 029B",28,0,1,23,126
"Redbridge 029C",13,3,0,14,213
"Redbridge 029D",222,6,1,60,5
"Redbridge 030A",23,0,0,16,355
"Redbridge 030B",14,0,0,10,370
"Redbridge 030C",12,1,0,17,396
"Redbridge 030D",34,2,0,19,337
"Redbridge 030F",44,4,1,14,189
"Redbridge 030G",91,13,4,35,137
"Redbridge 030H",524,2,4,23,13
"Redbridge 030I",70,4,0,28,258
"Redbridge 031A",24,2,0,33,300
"Redbridge 031B",43,1,0,21,318
"Redbridge 031C",77,0,1,19,89
"Redbridge 031D",16,2,0,14,234
"Redbridge 031E",78,0,0,42,240
"Redbridge 031F",65,1,0,36,240
"Redbridge 031G",17,0,2,31,105
"Redbridge 032A",185,8,1,36,9
"Redbridge 032B",88,1,3,17,142
"Redbridge 032C",33,2,0,11,252
"Redbridge 032D",31,1,1,17,205
"Redbridge 032E",189,0,0,8,31
"Redbridge 033A",35,1,0,26,299
"Redbridge 033B",43,1,1,18,148
"Redbridge 033C",41,0,0,13,314
"Redbridge 033D",26,1,0,17,356
"Redbridge 034A",14,1,0,14,373
"Redbridge 034B",68,3,0,25,258
"Redbridge 034C",26,1,1,18,185
"Redbridge 034D",55,0,0,31,260
"Redbridge 034E",36,3,1,19,167
"Redbridge 034F",96,2,0,43,6
"Redbridge 034G",39,3,2,17,183
"Redbridge 035A",152,0,4,32,3
"Redbridge 035B",10,0,0,24,380
"Redbridge 035C",17,1,2,26,105
"Redbridge 035D",33,0,0,25,319
"Redbridge 035E",12,0,0,10,370
"Redbridge 035F",16,0,0,15,394
"Redbridge 035G",8,1,0,14,373
"Redbridge 035H",39,1,0,17,336
"Redbridge 036A",62,2,2,61,120
"Redbridge 036B",4,0,0,10,391
"Redbridge 036C",22,0,0,32,300
"Redbridge 036D",4,0,1,17,204
"Redbridge 036E",10,0,0,11,391
"Redbridge 036F",18,0,0,11,352
"Redbridge 036G",42,2,3,22,123
"Redbridge 036H",16,0,2,23,145
"Reigate and Banstead 001B",0,0,0,0,381
"Reigate and Banstead 001D",0,0,0,1,362
"Reigate and Banstead 004A",0,0,0,0,381
"Reigate and Banstead 004E",0,0,0,0,381
"Richmond upon Thames 001A",12,3,0,44,179
"Richmond upon Thames 001B",20,9,0,28,177
"Richmond upon Thames 001C",28,2,0,34,199
"Richmond upon Thames 001D",2,3,0,17,214
"Richmond upon Thames 001E",20,2,1,15,206
"Richmond upon Thames 001F",11,4,0,16,214
"Richmond upon Thames 001G",29,1,0,5,308
"Richmond upon Thames 002A",28,3,1,13,207
"Richmond upon Thames 002B",24,9,0,14,154
"Richmond upon Thames 002C",15,0,0,12,372
"Richmond upon Thames 002D",13,8,0,29,177
"Richmond upon Thames 002E",40,12,0,64,119
"Richmond upon Thames 002F",32,3,0,16,254
"Richmond upon Thames 003A",14,6,0,27,197
"Richmond upon Thames 003B",23,2,0,12,233
"Richmond upon Thames 003C",14,7,0,25,196
"Richmond upon Thames 003D",35,12,1,33,117
"Richmond upon Thames 003E",11,5,0,18,195
"Richmond upon Thames 003F",26,10,0,14,154
"Richmond upon Thames 003G",6,11,0,24,175
"Richmond upon Thames 004A",24,1,0,12,353
"Richmond upon Thames 004C",31,2,0,14,253
"Richmond upon Thames 004D",73,6,0,29,238
"Richmond upon Thames 004E",24,2,0,19,378
"Richmond upon Thames 004F",19,4,0,12,193
"Richmond upon Thames 004G",26,7,1,10,208
"Richmond upon Thames 004H",34,2,0,13,273
"Richmond upon Thames 005A",18,6,0,20,195
"Richmond upon Thames 005B",34,15,0,23,116
"Richmond upon Thames 005C",9,1,0,17,396
"Richmond upon Thames 005D",15,2,0,31,300
"Richmond upon Thames 005E",11,3,0,11,212
"Richmond upon Thames 006A",66,14,0,14,115
"Richmond upon Thames 006B",25,1,1,12,245
"Richmond upon Thames 006C",31,4,1,12,207
"Richmond upon Thames 006D",21,1,0,9,350
"Richmond upon Thames 007A",11,0,1,7,301
"Richmond upon Thames 007B",20,5,0,13,194
"Richmond upon Thames 007C",39,3,0,16,275
"Richmond upon Thames 007D",47,3,0,21,256
"Richmond upon Thames 008A",34,8,0,17,174
"Richmond upon Thames 008B",178,56,0,40,38
"Richmond upon Thames 008C",3,1,0,8,389
"Richmond upon Thames 008D",31,1,0,22,338
"Richmond upon Thames 009A",23,1,0,12,353
"Richmond upon Thames 009B",27,8,0,13,174
"Richmond upon Thames 009C",15,5,0,10,193
"Richmond upon Thames 009D",129,15,1,25,75
"Richmond upon Thames 010A",8,2,0,2,343
"Richmond upon Thames 010B",43,1,0,10,251
"Richmond upon Thames 010C",71,2,0,11,250
"Richmond upon Thames 010D",59,5,0,12,171
"Richmond upon Thames 010E",24,9,0,15,174
"Richmond upon Thames 011A",37,9,0,17,155
"Richmond upon Thames 011B",47,17,0,18,115
"Richmond upon Thames 011C",15,5,1,12,207
"Richmond upon Thames 011D",20,1,0,5,326
"Richmond upon Thames 012A",33,2,0,42,179
"Richmond upon Thames 012B",23,0,0,16,355
"Richmond upon Thames 012C",21,6,1,26,176
"Richmond upon Thames 012D",79,11,0,18,135
"Richmond upon Thames 013A",33,0,0,11,312
"Richmond upon Thames 013B",104,1,4,14,52
"Richmond upon Thames 013C",26,1,1,14,206
"Richmond upon Thames 013D",19,0,1,12,244
"Richmond upon Thames 013E",18,5,1,26,176
"Richmond upon Thames 013F",43,4,1,13,189
"Richmond upon Thames 014A",12,3,0,17,214
"Richmond upon Thames 014B",28,13,0,10,134
"Richmond upon Thames 014C",79,15,1,16,95
"Richmond upon Thames 014D",88,34,0,32,57
"Richmond upon Thames 015A",17,8,0,8,173
"Richmond upon Thames 015B",14,5,0,10,193
"Richmond upon Thames 015C",40,5,0,9,172
"Richmond upon Thames 015E",17,3,0,5,324
"Richmond upon Thames 015F",32,5,0,27,217
"Richmond upon Thames 015G",19,8,0,9,173
"Richmond upon Thames 016A",34,5,0,11,172
"Richmond upon Thames 016B",20,6,0,6,192
"Richmond upon Thames 016C",35,6,0,11,172
"Richmond upon Thames 016D",38,11,0,9,153
"Richmond upon Thames 017A",22,2,0,10,232
"Richmond upon Thames 017B",25,2,0,14,253
"Richmond upon Thames 017C",19,5,0,17,195
"Richmond upon Thames 018B",36,3,1,17,168
"Richmond upon Thames 018C",43,4,0,7,210
"Richmond upon Thames 018D",52,8,0,18,155
"Richmond upon Thames 019A",22,6,1,12,208
"Richmond upon Thames 019B",15,4,0,12,193
"Richmond upon Thames 019C",17,2,0,9,232
"Richmond upon Thames 019D",30,8,0,15,174
"Richmond upon Thames 020A",14,1,0,9,350
"Richmond upon Thames 020B",70,8,3,10,73
"Richmond upon Thames 020C",34,4,1,10,207
"Richmond upon Thames 020D",40,2,0,7,231
"Richmond upon Thames 020E",47,0,0,15,315
"Richmond upon Thames 020F",38,2,2,8,221
"Richmond upon Thames 021A",22,7,0,10,173
"Richmond upon Thames 021B",48,14,0,23,116
"Richmond upon Thames 021C",64,18,0,15,115
"Richmond upon Thames 021D",21,8,0,10,173
"Richmond upon Thames 022A",33,17,0,19,134
"Richmond upon Thames 022B",18,7,0,20,195
"Richmond upon Thames 022C",14,5,0,7,192
"Richmond upon Thames 022D",17,10,0,31,177
"Richmond upon Thames 022E",66,2,2,11,181
"Richmond upon Thames 022F",51,7,0,18,152
"Richmond upon Thames 023A",4,5,0,10,193
"Richmond upon Thames 023B",50,6,0,14,152
"Richmond upon Thames 023C",13,2,1,9,283
"Richmond upon Thames 023D",35,1,0,8,310
"Richmond upon Thames 023E",48,3,0,13,170
"Richmond upon Thames 023F",60,11,0,18,135
"Southwark 001A",38,4,0,14,274
"Southwark 001B",28,7,2,29,157
"Southwark 001C",20,4,0,34,199
"Southwark 001D",56,5,0,17,151
"Southwark 001E",11,2,0,7,325
"Southwark 002A",134,27,1,76,79
"Southwark 002B",259,43,2,45,58
"Southwark 002D",43,27,0,17,77
"Southwark 002E",80,37,3,25,37
"Southwark 003A",58,14,2,32,137
"Southwark 003F",42,7,0,13,152
"Southwark 003G",35,1,0,9,310
"Southwark 003I",22,17,1,25,116
"Southwark 003J",15,11,0,12,154
"Southwark 003K",10,2,0,3,344
"Southwark 004A",39,10,0,15,154
"Southwark 004B",55,8,0,18,155
"Southwark 004C",114,23,2,37,97
"Southwark 004D",161,36,2,23,37
"Southwark 004E",29,3,1,6,282
"Southwark 006A",38,6,0,3,323
"Southwark 006B",33,1,0,16,335
"Southwark 006C",57,11,1,37,118
"Southwark 006D",44,6,1,13,188
"Southwark 006E",35,8,3,31,157
"Southwark 006F",136,38,8,49,16
"Southwark 007A",28,10,0,14,154
"Southwark 007B",87,62,1,66,38
"Southwark 007C",63,15,0,28,116
"Southwark 007D",36,0,0,30,280
"Southwark 007E",72,3,3,26,49
"Southwark 008A",42,9,0,27,175
"Southwark 008B",90,12,2,31,137
"Southwark 008C",49,7,0,33,218
"Southwark 008D",63,3,0,26,258
"Southwark 008E",42,3,0,29,280
"Southwark 009A",34,6,2,13,208
"Southwark 009B",72,9,3,22,74
"Southwark 009C",57,0,1,15,149
"Southwark 009F",220,17,4,18,35
"Southwark 010A",29,3,0,14,274
"Southwark 010B",22,2,1,17,186
"Southwark 010C",46,5,3,39,44
"Southwark 010D",81,6,2,32,45
"Southwark 010E",48,2,1,24,107
"Southwark 011A",21,3,2,12,263
"Southwark 011B",41,0,0,8,290
"Southwark 011C",23,4,1,32,106
"Southwark 011D",23,2,0,9,232
"Southwark 012A",23,9,1,13,154
"Southwark 012B",64,8,1,34,46
"Southwark 012E",41,14,4,19,74
"Southwark 012F",132,5,6,31,23
"Southwark 013A",27,8,2,32,157
"Southwark 013B",20,9,0,8,173
"Southwark 013C",102,14,2,37,137
"Southwark 013D",53,4,0,18,276
"Southwark 013E",10,1,0,7,367
"Southwark 014A",74,7,0,20,257
"Southwark 014B",64,6,3,13,142
"Southwark 014D",10,1,0,11,390
"Southwark 014E",42,1,1,11,246
"Southwark 014F",36,11,2,9,133
"Southwark 014G",126,11,1,6,113
"Southwark 015A",68,9,0,30,238
"Southwark 015B",26,12,5,26,61
"Southwark 015C",5,0,0,6,387
"Southwark 015D",17,1,2,19,203
"Southwark 015E",25,2,0,15,253
"Southwark 016A",86,1,3,9,141
"Southwark 016B",14,1,2,4,281
"Southwark 016C",53,2,1,10,228
"Southwark 016D",19,4,2,19,184
"Southwark 016E",53,7,5,10,81
"Southwark 017A",2,1,2,16,203
"Southwark 017B",110,15,9,45,21
"Southwark 017C",21,1,1,18,185
"Southwark 017D",8,2,0,12,390
"Southwark 017E",14,5,2,12,263
"Southwark 018A",14,0,1,15,225
"Southwark 018B",134,5,1,58,5
"Southwark 018C",59,4,2,39,45
"Southwark 018D",28,3,1,35,85
"Southwark 018E",39,3,1,19,167
"Southwark 019A",24,0,0,10,351
"Southwark 019B",35,1,1,15,226
"Southwark 019C",23,3,0,37,199
"Southwark 019D",31,0,2,16,203
"Southwark 019E",19,1,0,12,353
"Southwark 020A",29,6,0,15,194
"Southwark 020B",69,5,2,16,162
"Southwark 020C",58,1,2,9,181
"Southwark 020D",30,4,0,12,274
"Southwark 020E",61,3,0,10,170
"Southwark 021A",52,2,0,23,298
"Southwark 021B",58,7,4,28,63
"Southwark 021C",202,20,5,18,35
"Southwark 021D",93,4,1,21,68
"Southwark 021E",21,5,1,19,187
"Southwark 021F",35,3,1,17,168
"Southwark 022B",29,0,2,18,203
"Southwark 022D",73,8,3,17,73
"Southwark 022E",301,12,9,54,2
"Southwark 022F",48,0,3,20,123
"Southwark 023A",43,2,2,23,144
"Southwark 023B",23,0,1,26,125
"Southwark 023C",81,13,0,29,116
"Southwark 023D",137,2,4,34,3
"Southwark 023E",29,0,2,26,105
"Southwark 024A",112,15,1,29,75
"Southwark 024B",47,15,1,28,117
"Southwark 024C",47,2,1,37,85
"Southwark 024D",13,4,0,17,214
"Southwark 024E",32,7,1,9,208
"Southwark 025A",57,18,5,33,41
"Southwark 025B",53,13,1,16,114
"Southwark 025C",73,9,0,20,135
"Southwark 025D",20,3,1,20,166
"Southwark 025E",53,2,2,34,65
"Southwark 026A",25,1,1,10,265
"Southwark 026B",20,0,2,17,203
"Southwark 026C",41,12,5,14,61
"Southwark 026D",48,9,0,9,153
"Southwark 026E",54,8,0,14,152
"Southwark 027A",51,1,3,8,121
"Southwark 027B",44,0,0,5,289
"Southwark 027C",27,4,0,16,254
"Southwark 027D",30,0,2,8,241
"Southwark 027E",24,5,0,3,323
"Southwark 028A",27,8,1,19,156
"Southwark 028B",24,1,0,17,377
"Southwark 028C",36,3,2,24,124
"Southwark 028D",22,9,1,26,176
"Southwark 028E",28,2,0,20,358
"Southwark 029A",30,1,0,9,310
"Southwark 029B",19,6,0,19,195
"Southwark 029C",33,2,0,14,253
"Southwark 029D",26,5,0,9,192
"Southwark 030A",36,5,0,20,236
"Southwark 030B",11,3,0,15,213
"Southwark 030C",23,5,0,21,196
"Southwark 030D",29,4,0,11,192
"Southwark 030E",15,4,0,28,216
"Southwark 031A",12,7,0,19,195
"Southwark 031B",22,7,0,37,178
"Southwark 031C",2,3,0,14,213
"Southwark 031D",27,9,2,37,158
"Southwark 031E",5,3,0,17,214
"Southwark 032A",31,4,0,13,274
"Southwark 032B",44,1,0,17,336
"Southwark 032C",5,3,0,18,214
"Southwark 032D",41,2,0,6,231
"Southwark 032E",23,1,0,19,377
"Southwark 033A",13,3,0,24,360
"Southwark 033B",15,1,0,14,373
"Southwark 033C",25,3,0,8,211
"Southwark 033D",29,3,1,13,207
"Southwark 033E",23,15,1,34,117
"Southwark 034A",80,9,1,15,113
"Southwark 034B",82,17,0,22,96
"Southwark 034C",60,16,0,14,115
"Southwark 034D",60,17,2,31,117
"Southwark 034E",72,13,3,15,74
"Spelthorne 001A",5,0,0,0,381
"Spelthorne 001B",3,0,0,2,383
"Spelthorne 001D",1,0,0,0,381
"Spelthorne 002D",2,0,0,0,381
"Spelthorne 005C",1,0,0,0,381
"Spelthorne 006D",0,0,0,0,381
"Spelthorne 008A",6,0,0,0,363
"Sutton 001A",53,1,0,11,271
"Sutton 001B",32,0,3,16,123
"Sutton 001C",26,0,0,19,376
"Sutton 001D",55,1,0,8,270
"Sutton 001E",28,0,0,23,338
"Sutton 002A",70,4,0,14,151
"Sutton 002B",32,0,1,13,245
"Sutton 002C",20,0,1,4,321
"Sutton 002D",41,3,1,17,168
"Sutton 002E",48,0,1,22,127
"Sutton 003A",32,0,1,21,126
"Sutton 003B",11,0,1,16,204
"Sutton 003C",9,0,0,16,395
"Sutton 003D",32,0,0,13,313
"Sutton 003E",24,1,0,8,329
"Sutton 004A",15,0,1,8,284
"Sutton 004B",38,0,0,16,335
"Sutton 004C",25,0,0,11,332
"Sutton 004D",24,2,0,9,232
"Sutton 004E",23,1,1,15,206
"Sutton 005A",34,0,0,6,309
"Sutton 005B",14,0,1,6,301
"Sutton 005C",14,0,3,13,223
"Sutton 005D",20,0,0,13,372
"Sutton 005E",20,0,0,4,327
"Sutton 006A",5,0,0,2,383
"Sutton 006B",23,4,1,16,187
"Sutton 006C",12,1,0,12,371
"Sutton 006D",49,3,0,13,170
"Sutton 006E",24,5,0,15,194
"Sutton 007A",15,2,1,7,282
"Sutton 007B",65,3,0,22,277
"Sutton 007C",19,1,1,5,302
"Sutton 007D",12,0,0,18,396
"Sutton 008A",17,0,0,8,349
"Sutton 008B",12,1,0,4,345
"Sutton 008C",10,1,0,5,346
"Sutton 008D",24,1,0,5,326
"Sutton 008E",24,1,0,13,353
"Sutton 008F",12,1,1,4,321
"Sutton 009A",9,1,2,8,242
"Sutton 009B",42,4,2,8,221
"Sutton 009C",105,2,0,10,91
"Sutton 009D",11,1,0,15,373
"Sutton 009E",6,0,0,9,388
"Sutton 010A",6,1,0,6,387
"Sutton 010B",25,1,1,17,185
"Sutton 010D",16,2,0,12,233
"Sutton 010E",24,2,0,9,232
"Sutton 011A",41,3,1,40,180
"Sutton 011B",31,1,1,9,266
"Sutton 011C",39,1,1,17,148
"Sutton 011D",10,1,0,21,399
"Sutton 011E",3,0,0,10,391
"Sutton 011F",24,0,0,16,355
"Sutton 011G",13,2,0,11,233
"Sutton 012A",51,1,1,18,128
"Sutton 012B",40,6,0,9,172
"Sutton 012C",39,1,0,7,290
"Sutton 012D",206,14,5,28,35
"Sutton 012E",35,0,0,18,336
"Sutton 013A",10,1,0,15,373
"Sutton 013B",19,0,0,15,354
"Sutton 013C",20,1,1,10,265
"Sutton 013D",23,1,0,19,377
"Sutton 013E",56,0,0,17,316
"Sutton 014A",16,2,0,2,344
"Sutton 014B",29,0,0,6,309
"Sutton 014C",26,2,0,6,211
"Sutton 014D",18,0,0,14,354
"Sutton 014E",11,0,0,8,368
"Sutton 015A",8,1,0,11,390
"Sutton 015B",5,0,0,5,386
"Sutton 015C",39,3,2,9,221
"Sutton 015D",12,0,0,9,369
"Sutton 015E",29,0,1,10,266
"Sutton 016A",33,2,0,14,253
"Sutton 016B",10,0,0,16,395
"Sutton 016C",9,0,0,10,391
"Sutton 016D",4,0,1,4,321
